Region,Local_Authority,Ref,School_name,School_type,Gender_info,All_A_levels_students,A_level_maths_percent_all,A_level_further_maths_percent_all,A_level_biological_sciences_percent_all,A_level_chemistry_percent_all,A_level_physics_percent_all,A_level_computer_sciences_percent_all,Female A levels students,A_level_maths_percent_female,A_level_further_maths_percent_female,A_level_biological_sciences_percent_female,A_level_chemistry_percent_female,A_level_physics_percent_female,A_level_computer_sciences_percent_female,Male_A_levels_students,A_level_Maths_percent_male,A_level_further_maths_percent_male,A_level_biological_sciences_percent_male,A_level_chemistry_percent_male,A_level_physics_percent_male,A_level_computer_sciences_percent_male
London,Croydon,137567,Croydon Metropolitan College,Independent school,MIXED,9,44.4,11.1,44.4,44.4,0,0,7,42.9,14.3,42.9,42.9,0,0,2,50,0,50,50,0,0
London,Croydon,135955,Harris Academy Purley,Academy sponsor led,MIXED,91,29.7,1.1,15.4,8.8,8.8,13.2,57,19.3,0,19.3,10.5,1.8,1.8,34,47.1,2.9,8.8,5.9,20.6,32.4
London,Croydon,135249,Harris Academy South Norwood,Academy sponsor led,MIXED,167,22.8,0,22.8,12.6,5.4,6.6,78,14.1,0,29.5,17.9,2.6,2.6,89,30.3,0,16.9,7.9,7.9,10.1
London,Croydon,135311,Harris City Academy Crystal Palace,Academy sponsor led,MIXED,153,45.1,5.2,28.1,22.9,12.4,9.8,76,32.9,3.9,28.9,21.1,9.2,6.6,77,57.1,6.5,27.3,24.7,15.6,13
London,Croydon,135416,Harris Federation Post 16,Sixth Form Centre / Consortia,,775,30.8,1.5,21.3,17,8.8,6.3,399,18,0.8,24.6,17.8,3.5,2.3,376,44.4,2.4,17.8,16.2,14.4,10.6
London,Croydon,140952,Harris Invictus Academy Croydon,Free school ? mainstream,MIXED,24,25,0,20.8,29.2,8.3,4.2,10,0,0,10,10,0,0,14,42.9,0,28.6,42.9,14.3,7.1
London,Croydon,145197,Harris Professional Skills Sixth Form,Free school ? 16-19,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Croydon,137754,Norbury High School for Girls,Academy converter - mainstream,GIRLS,60,8.3,0,15,8.3,0,0,60,8.3,0,15,8.3,0,0,0,0,0,0,0,0,0
London,Croydon,135968,Oasis Academy Shirley Park,Academy sponsor led,MIXED,75,25.3,6.7,13.3,9.3,2.7,0,40,10,5,10,5,0,0,35,42.9,8.6,17.1,14.3,5.7,0
London,Croydon,101846,Old Palace of John Whitgift School,Independent school,GIRLS,45,48.9,6.7,37.8,44.4,26.7,0,45,48.9,6.7,37.8,44.4,26.7,0,0,0,0,0,0,0,0
London,Croydon,138178,Riddlesdown Collegiate,Academy converter - mainstream,MIXED,178,25.8,3.4,12.4,12.4,7.9,13.5,93,15.1,1.1,16.1,11.8,1.1,2.2,85,37.6,5.9,8.2,12.9,15.3,25.9
London,Croydon,101835,Royal Russell School,Independent school,MIXED,111,49.5,11.7,15.3,9,0,0,42,35.7,11.9,28.6,14.3,0,0,69,58,11.6,7.2,5.8,0,0
London,Croydon,137772,Shirley High School Performing Arts College,Academy converter - mainstream,MIXED,54,5.6,0,18.5,14.8,1.9,0,29,3.4,0,24.1,17.2,3.4,0,25,8,0,12,12,0,0
London,Croydon,138221,St Joseph's College,Academy converter - mainstream,MIXED,50,32,0,14,14,8,10,10,0,0,20,20,0,0,40,40,0,12.5,12.5,10,12.5
London,Croydon,139811,The Cedars School,Independent school,BOYS,10,90,20,30,40,30,20,0,0,0,0,0,0,0,10,90,20,30,40,30,20
London,Croydon,140356,The Laurels School,Independent school,GIRLS,6,33.3,0,33.3,16.7,16.7,16.7,6,33.3,0,33.3,16.7,16.7,16.7,0,0,0,0,0,0,0
London,Croydon,136203,The Quest Academy,Academy sponsor led,MIXED,31,6.5,0,29,16.1,0,0,22,0,0,22.7,13.6,0,0,9,22.2,0,44.4,22.2,0,0
London,Croydon,101821,Thomas More Catholic School,Voluntary aided school,MIXED,58,25.9,0,20.7,17.2,10.3,8.6,26,3.8,0,30.8,23.1,3.8,0,32,43.8,0,12.5,12.5,15.6,15.6
London,Croydon,101842,Trinity School,Independent school,MIXED,171,52,9.9,18.1,24.6,20.5,0,43,41.9,4.7,16.3,20.9,11.6,0,128,55.5,11.7,18.8,25.8,23.4,0
London,Croydon,101837,Whitgift School,Independent school,BOYS,145,51,11,14.5,19.3,20,0,0,0,0,0,0,0,0,145,51,11,14.5,19.3,20,0
London,Croydon,138187,Woodcote High School,Academy converter - mainstream,MIXED,66,18.2,1.5,19.7,24.2,6.1,9.1,29,10.3,0,20.7,17.2,0,0,37,24.3,2.7,18.9,29.7,10.8,16.2
London,Ealing,134369,Alec Reed Academy,Academy sponsor led,MIXED,56,25,1.8,16.1,14.3,10.7,16.1,29,6.9,0,27.6,24.1,0,6.9,27,44.4,3.7,3.7,3.7,22.2,25.9
London,Ealing,146318,Ark Acton Academy,Academy sponsor led,MIXED,58,51.7,6.9,37.9,53.4,20.7,0,19,10.5,0,42.1,52.6,5.3,0,39,71.8,10.3,35.9,53.8,28.2,0
London,Ealing,101939,Brentside High School,Foundation school,MIXED,100,29,3,15,13,16,10,41,4.9,0,19.5,12.2,2.4,2.4,59,45.8,5.1,11.9,13.6,25.4,15.3
London,Ealing,145348,Dormers Wells High School,Academy converter - mainstream,MIXED,121,51.2,0,24.8,23.1,21.5,16.5,57,28.1,0,28.1,24.6,8.8,7,64,71.9,0,21.9,21.9,32.8,25
London,Ealing,137221,Drayton Manor High School,Academy converter - mainstream,MIXED,158,31.6,3.2,32.3,27.8,11.4,10.8,85,18.8,2.4,31.8,27.1,5.9,3.5,73,46.6,4.1,32.9,28.8,17.8,19.2
London,Ealing,133444,Ealing Independent College,Independent school,MIXED,50,60,8,36,44,16,4,24,45.8,12.5,50,45.8,8.3,0,26,73.1,3.8,23.1,42.3,23.1,7.7
London,Ealing,131310,Elthorne Park High School,Community school,MIXED,126,36.5,8.7,18.3,17.5,20.6,4,64,18.8,0,20.3,20.3,6.3,0,62,54.8,17.7,16.1,14.5,35.5,8.1
London,Ealing,137729,Featherstone High School,Academy converter - mainstream,MIXED,122,34.4,3.3,19.7,16.4,13.1,13.1,70,25.7,1.4,20,18.6,5.7,2.9,52,46.2,5.8,19.2,13.5,23.1,26.9
London,Ealing,101940,Greenford High School,Foundation school,MIXED,167,51.5,11.4,24,21,15.6,7.8,89,46.1,9,27,23.6,12.4,4.5,78,57.7,14.1,20.5,17.9,19.2,11.5
London,Ealing,101943,Northolt High School,Foundation school,MIXED,23,47.8,0,69.6,73.9,34.8,8.7,9,44.4,0,77.8,77.8,33.3,0,14,50,0,64.3,71.4,35.7,14.3
London,Ealing,101954,Notting Hill & Ealing High School GDST,Independent school,GIRLS,69,40.6,10.1,33.3,34.8,11.6,5.8,69,40.6,10.1,33.3,34.8,11.6,5.8,0,0,0,0,0,0,0
London,Ealing,101946,St Augustine's Priory,Independent school,GIRLS,26,23.1,0,46.2,30.8,15.4,11.5,26,23.1,0,46.2,30.8,15.4,11.5,0,0,0,0,0,0,0
London,Ealing,101947,St Benedict's School,Independent school,MIXED,91,50.5,8.8,28.6,26.4,17.6,5.5,30,50,6.7,26.7,23.3,6.7,0,61,50.8,9.8,29.5,27.9,23,8.2
London,Ealing,101934,The Cardinal Wiseman Catholic School,Voluntary aided school,MIXED,212,33.5,5.7,17,14.6,20.8,0,127,22,2.4,23.6,15.7,5.5,0,85,50.6,10.6,7.1,12.9,43.5,0
London,Ealing,101964,The Eden SDA School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Ealing,101941,The Ellen Wilkinson School for Girls,Foundation school,GIRLS,92,13,2.2,22.8,22.8,6.5,0,92,13,2.2,22.8,22.8,6.5,0,0,0,0,0,0,0,0
London,Ealing,137546,Twyford Church of England High School,Academy converter - mainstream,MIXED,314,43.6,7,24.5,23.2,14.3,4.1,185,31.4,2.7,23.8,18.9,5.9,1.6,129,61.2,13.2,25.6,29.5,26.4,7.8
London,Ealing,101928,Villiers High School,Foundation school,MIXED,59,32.2,1.7,22,16.9,11.9,22,31,16.1,0,29,22.6,3.2,6.5,28,50,3.6,14.3,10.7,21.4,39.3
London,Ealing,139725,William Perkin Church of England High School,Free school ? mainstream,MIXED,172,52.9,2.3,35.5,33.1,24.4,5.2,94,37.2,3.2,46.8,43.6,6.4,0,78,71.8,1.3,21.8,20.5,46.2,11.5
London,Enfield,147536,AIM Academy North London,Academy sponsor led,MIXED,11,9.1,9.1,9.1,0,9.1,0,6,16.7,16.7,16.7,0,16.7,0,5,0,0,0,0,0,0
London,Enfield,139815,Ark John Keats Academy,Free school ? mainstream,MIXED,61,32.8,0,18,18,13.1,9.8,39,28.2,0,20.5,17.9,2.6,2.6,22,40.9,0,13.6,18.2,31.8,22.7
London,Enfield,136147,Aylward Academy,Academy sponsor led,MIXED,58,25.9,0,22.4,17.2,5.2,12.1,37,10.8,0,27,16.2,0,0,21,52.4,0,14.3,19,14.3,33.3
London,Enfield,102052,Bishop Stopford's School,Voluntary aided school,MIXED,20,15,0,35,35,10,0,10,0,0,50,40,0,0,10,30,0,20,30,20,0
London,Enfield,130438,Capel Manor College,Agriculture and Horticulture College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Enfield,102049,Chace Community School,Community school,MIXED,79,15.2,0,13.9,11.4,5.1,0,46,6.5,0,8.7,4.3,0,0,33,27.3,0,21.2,21.2,12.1,0
London,Enfield,143197,Edmonton County School,Academy converter - mainstream,MIXED,64,23.4,0,25,20.3,14.1,12.5,37,8.1,0,27,18.9,0,0,27,44.4,0,22.2,22.2,33.3,29.6
London,Enfield,102048,Enfield County School for Girls,Community school,GIRLS,76,10.5,0,23.7,19.7,2.6,0,76,10.5,0,23.7,19.7,2.6,0,0,0,0,0,0,0,0
London,Enfield,137094,Enfield Grammar School,Academy converter - mainstream,BOYS,76,32.9,5.3,14.5,10.5,14.5,21.1,0,0,0,0,0,0,0,76,32.9,5.3,14.5,10.5,14.5,21.1
London,Enfield,132256,Highlands School,Community school,MIXED,115,33.9,3.5,24.3,17.4,10.4,12.2,61,24.6,1.6,27.9,19.7,3.3,6.6,54,44.4,5.6,20.4,14.8,18.5,18.5
London,Enfield,136327,Kingsmead School,Academy converter - mainstream,MIXED,110,37.3,0,16.4,13.6,5.5,21.8,49,20.4,0,18.4,14.3,0,6.1,61,50.8,0,14.8,13.1,9.8,34.4
London,Enfield,134311,Oasis Academy Enfield,Academy sponsor led,MIXED,16,37.5,0,37.5,50,0,0,6,50,0,50,50,0,0,10,30,0,30,50,0,0
London,Enfield,135958,Oasis Academy Hadley,Academy sponsor led,MIXED,62,24.2,1.6,11.3,6.5,3.2,0,41,19.5,2.4,12.2,7.3,2.4,0,21,33.3,0,9.5,4.8,4.8,0
London,Enfield,142727,Southgate School,Academy converter - mainstream,MIXED,91,27.5,4.4,24.2,16.5,17.6,6.6,54,18.5,1.9,31.5,18.5,3.7,0,37,40.5,8.1,13.5,13.5,37.8,16.2
London,Enfield,102053,St Anne's Catholic High School for Girls,Voluntary aided school,GIRLS,74,10.8,1.4,29.7,20.3,4.1,0,74,10.8,1.4,29.7,20.3,4.1,0,0,0,0,0,0,0,0
London,Enfield,102058,St Ignatius College,Voluntary aided school,MIXED,116,31,9.5,6.9,8.6,12.1,11.2,12,8.3,0,25,8.3,0,0,104,33.7,10.6,4.8,8.7,13.5,12.5
London,Enfield,102065,St John's Preparatory and Senior School,Independent school,MIXED,29,62.1,10.3,20.7,24.1,24.1,6.9,10,70,10,20,30,50,0,19,57.9,10.5,21.1,21.1,10.5,10.5
London,Enfield,102055,The Latymer School,Voluntary aided school,MIXED,190,76.8,20.5,36.3,44.7,28.4,0.5,72,69.4,12.5,47.2,45.8,16.7,0,118,81.4,25.4,29.7,44.1,35.6,0.8
London,Enfield,144084,The Lea Valley Academy,Academy converter - mainstream,MIXED,22,45.5,0,4.5,0,4.5,13.6,11,27.3,0,9.1,0,0,0,11,63.6,0,0,0,9.1,27.3
London,Enfield,102045,Winchmore School,Community school,MIXED,128,17.2,3.1,10.9,15.6,8.6,0,80,7.5,1.3,8.8,8.8,3.8,0,48,33.3,6.3,14.6,27.1,16.7,0
London,Greenwich,100756,Blackheath High School,Independent school,GIRLS,49,42.9,4.1,24.5,20.4,18.4,2,49,42.9,4.1,24.5,20.4,18.4,2,0,0,0,0,0,0,0
London,Greenwich,100202,Colfe's School,Independent school,MIXED,118,29.7,9.3,16.9,15.3,15.3,0,64,29.7,4.7,25,18.8,6.3,0,54,29.6,14.8,7.4,11.1,25.9,0
London,Greenwich,100182,Eltham Hill School,Community school,MIXED,110,30.9,0,30,29.1,4.5,13.6,84,22.6,0,34.5,27.4,3.6,4.8,26,57.7,0,15.4,34.6,7.7,42.3
London,Greenwich,147681,Greenwich Engineering and Medical School,Independent school,MIXED,4,100,0,75,100,0,0,3,100,0,66.7,100,0,0,1,100,0,100,100,0,0
London,Greenwich,138449,Harris Academy Greenwich,Academy sponsor led,MIXED,103,33,1.9,22.3,23.3,9.7,1,57,24.6,0,22.8,19.3,3.5,0,46,43.5,4.3,21.7,28.3,17.4,2.2
London,Greenwich,100183,Plumstead Manor School,Community school,MIXED,101,19.8,5,30.7,29.7,3,0,92,19.6,4.3,32.6,30.4,2.2,0,9,22.2,11.1,11.1,22.2,11.1,0
London,Greenwich,134402,Right Choice Independent Special School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Greenwich,100200,Riverston School,Independent school,MIXED,8,0,0,12.5,0,0,12.5,3,0,0,0,0,0,0,5,0,0,20,0,0,20
London,Greenwich,143927,Royal Greenwich Trust School,Free school ? mainstream,MIXED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
London,Greenwich,100171,Saint Mary Magdalene Church of England All Through School,Voluntary aided school,MIXED,56,17.9,0,35.7,23.2,5.4,0,31,12.9,0,41.9,25.8,3.2,0,25,24,0,28,20,8,0
London,Greenwich,138966,Shooters Hill Sixth Form College,Academy 16-19 converter,MIXED,43,27.9,0,23.3,25.6,11.6,0,31,22.6,0,32.3,29,3.2,0,12,41.7,0,0,16.7,33.3,0
London,Greenwich,141309,Stationers' Crown Woods Academy,Academy converter - mainstream,MIXED,95,12.6,0,14.7,6.3,2.1,14.7,43,9.3,0,18.6,9.3,0,0,52,15.4,0,11.5,3.8,3.8,26.9
London,Greenwich,136100,StreetVibes Media Academy,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Greenwich,145315,The Halley Academy,Academy sponsor led,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Greenwich,147439,The John Roan School,Academy sponsor led,MIXED,78,26.9,7.7,9,7.7,10.3,0,27,25.9,7.4,18.5,14.8,7.4,0,51,27.5,7.8,3.9,3.9,11.8,0
London,Greenwich,100190,Thomas Tallis School,Community school,MIXED,272,24.6,2.9,17.6,17.3,13.2,7.4,148,16.2,1.4,22.3,17.6,4.7,1.4,124,34.7,4.8,12.1,16.9,23.4,14.5
London,Greenwich,141163,Woolwich Polytechnic School,Academy converter - mainstream,MIXED,162,40.1,3.7,13,16,13.6,10.5,36,30.6,2.8,22.2,19.4,8.3,2.8,126,42.9,4,10.3,15.1,15.1,12.7
London,Hackney,100293,Beis Rochel d'Satmar Girls' School,Independent school,GIRLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Hackney,100285,Cardinal Pole Catholic School,Voluntary aided school,MIXED,76,22.4,6.6,23.7,18.4,6.6,0,47,14.9,2.1,21.3,19.1,4.3,0,29,34.5,13.8,27.6,17.2,10.3,0
London,Hackney,137442,Clapton Girls' Academy,Academy converter - mainstream,GIRLS,88,31.8,2.3,22.7,19.3,10.2,4.5,88,31.8,2.3,22.7,19.3,10.2,4.5,0,0,0,0,0,0,0
London,Hackney,100277,Haggerston School,Community school,MIXED,41,26.8,12.2,31.7,19.5,26.8,14.6,14,14.3,7.1,42.9,28.6,42.9,0,27,33.3,14.8,25.9,14.8,18.5,22.2
London,Hackney,145609,Lubavitch House School (Senior Girls),Academy converter - mainstream,GIRLS,12,33.3,8.3,0,0,0,0,12,33.3,8.3,0,0,0,0,0,0,0,0,0,0,0
London,Hackney,134693,Mossbourne Community Academy,Academy sponsor led,MIXED,178,51.1,6.7,23,23.6,16.9,0,85,30.6,0,28.2,25.9,8.2,0,93,69.9,12.9,18.3,21.5,24.7,0
London,Hackney,100282,Our Lady's Catholic High School,Voluntary aided school,MIXED,28,0,0,14.3,10.7,0,0,27,0,0,14.8,11.1,0,0,1,0,0,0,0,0,0
London,Hackney,136137,Skinners' Academy,Academy sponsor led,MIXED,47,42.6,4.3,6.4,12.8,17,23.4,18,27.8,0,11.1,11.1,0,5.6,29,51.7,6.9,3.4,13.8,27.6,34.5
London,Hackney,100279,Stoke Newington School and Sixth Form,Community school,MIXED,202,32.2,5,23.3,15.8,16.3,7.9,104,23.1,1,26,19.2,5.8,1.9,98,41.8,9.2,20.4,12.2,27.6,14.3
London,Hackney,131609,The Bridge Academy,Academy sponsor led,MIXED,105,28.6,4.8,10.5,9.5,10.5,17.1,47,19.1,4.3,14.9,14.9,4.3,14.9,58,36.2,5.2,6.9,5.2,15.5,19
London,Hackney,133608,The Brooke House Sixth Form College,Sixth Form College,MIXED,85,15.3,3.5,8.2,10.6,4.7,14.1,56,10.7,1.8,10.7,14.3,1.8,5.4,29,24.1,6.9,3.4,3.4,10.3,31
London,Hackney,135835,"The City Academy, Hackney",Academy sponsor led,MIXED,82,26.8,3.7,15.9,11,7.3,8.5,37,13.5,0,16.2,13.5,2.7,0,45,37.8,6.7,15.6,8.9,11.1,15.6
London,Hackney,131062,The Petchey Academy,Academy sponsor led,MIXED,45,40,0,35.6,31.1,8.9,8.9,22,27.3,0,45.5,40.9,9.1,0,23,52.2,0,26.1,21.7,8.7,17.4
London,Hackney,100284,The Urswick School - A Church of England Secondary School,Voluntary aided school,MIXED,59,11.9,0,13.6,13.6,8.5,6.8,28,10.7,0,10.7,14.3,7.1,3.6,31,12.9,0,16.1,12.9,9.7,9.7
London,Hammersmith and Fulham,131752,Ark Burlington Danes Academy,Academy sponsor led,MIXED,58,29.3,0,36.2,20.7,10.3,0,28,17.9,0,35.7,28.6,3.6,0,30,40,0,36.7,13.3,16.7,0
London,Hammersmith and Fulham,130408,"Ealing, Hammersmith and West London College",General Further Education College,MIXED,8,37.5,0,12.5,0,0,0,2,100,0,0,0,0,0,6,16.7,0,16.7,0,0,0
London,Hammersmith and Fulham,139364,Fulham Cross Academy,Academy converter - mainstream,MIXED,30,46.7,0,56.7,33.3,13.3,0,14,28.6,0,78.6,35.7,14.3,0,16,62.5,0,37.5,31.3,12.5,0
London,Hammersmith and Fulham,136172,Hammersmith Academy,Academy sponsor led,MIXED,108,27.8,3.7,23.1,21.3,9.3,6.5,47,17,2.1,31.9,27.7,4.3,0,61,36.1,4.9,16.4,16.4,13.1,11.5
London,Hammersmith and Fulham,138607,Lady Margaret School,Academy converter - mainstream,GIRLS,83,18.1,3.6,24.1,15.7,2.4,0,83,18.1,3.6,24.1,15.7,2.4,0,0,0,0,0,0,0,0
London,Hammersmith and Fulham,100370,Latymer Upper School,Independent school,MIXED,190,52.1,17.4,26.8,32.6,32.1,0,97,44.3,5.2,44.3,41.2,15.5,0,93,60.2,30.1,8.6,23.7,49.5,0
London,Hammersmith and Fulham,143129,Phoenix Academy,Academy sponsor led,MIXED,13,30.8,0,30.8,61.5,15.4,0,5,0,0,0,20,0,0,8,50,0,50,87.5,25,0
London,Hammersmith and Fulham,137935,Sacred Heart High School,Academy converter - mainstream,GIRLS,73,24.7,1.4,31.5,17.8,5.5,8.2,73,24.7,1.4,31.5,17.8,5.5,8.2,0,0,0,0,0,0,0
London,Hammersmith and Fulham,100527,St James Senior Girls' School,Independent school,GIRLS,20,40,0,40,25,15,0,20,40,0,40,25,15,0,0,0,0,0,0,0,0
London,Hammersmith and Fulham,100366,St Paul's Girls' School,Independent school,GIRLS,111,78.4,28.8,35.1,43.2,23.4,0,111,78.4,28.8,35.1,43.2,23.4,0,0,0,0,0,0,0,0
London,Hammersmith and Fulham,141135,The Fulham Boys School,Free school ? mainstream,BOYS,54,33.3,9.3,13,13,14.8,20.4,0,0,0,0,0,0,0,54,33.3,9.3,13,13,14.8,20.4
London,Hammersmith and Fulham,100369,The Godolphin and Latymer School,Independent school,GIRLS,80,43.8,13.8,38.8,36.3,20,3.8,80,43.8,13.8,38.8,36.3,20,3.8,0,0,0,0,0,0,0
London,Hammersmith and Fulham,137157,The London Oratory School,Academy converter - mainstream,MIXED,177,45.8,10.2,19.2,20.3,13.6,0,53,43.4,9.4,32.1,22.6,3.8,0,124,46.8,10.5,13.7,19.4,17.7,0
London,Hammersmith and Fulham,136750,West London Free School,Free school ? mainstream,MIXED,126,34.1,3.2,24.6,25.4,10.3,0,74,23,1.4,25.7,24.3,4.1,0,52,50,5.8,23.1,26.9,19.2,0
London,Hammersmith and Fulham,133545,William Morris Sixth Form,Community school,MIXED,139,13.7,0.7,15.1,10.1,2.2,0,100,5,0,15,8,0,0,39,35.9,2.6,15.4,15.4,7.7,0
London,Haringey,143540,Ada National College for Digital Skills,General Further Education College,MIXED,40,30,15,0,0,0,0,17,29.4,17.6,0,0,0,0,23,30.4,13,0,0,0,0
London,Haringey,137531,Alexandra Park School,Academy converter - mainstream,MIXED,295,27.5,3.4,14.2,15.6,8.5,9.8,163,12.3,1.2,19,19.6,3.7,1.2,132,46.2,6.1,8.3,10.6,14.4,20.5
London,Haringey,102162,Channing School,Independent school,GIRLS,53,41.5,11.3,18.9,24.5,5.7,0,53,41.5,11.3,18.9,24.5,5.7,0,0,0,0,0,0,0,0
London,Haringey,102156,Fortismere School,Foundation school,MIXED,213,31.9,5.6,12.7,11.3,6.6,5.6,111,19.8,2.7,13.5,11.7,1.8,0.9,102,45.1,8.8,11.8,10.8,11.8,10.8
London,Haringey,133386,Greig City Academy,Academy sponsor led,MIXED,75,20,0,18.7,24,12,14.7,35,5.7,0,20,28.6,5.7,5.7,40,32.5,0,17.5,20,17.5,22.5
London,Haringey,139363,Haringey Sixth Form College,Academy 16-19 converter,MIXED,81,14.8,0,24.7,23.5,11.1,0,61,16.4,0,32.8,29.5,13.1,0,20,10,0,0,5,5,0
London,Haringey,140935,Harris Academy Tottenham,Free school ? mainstream,MIXED,55,25.5,0,50.9,36.4,10.9,9.1,27,14.8,0,55.6,40.7,14.8,0,28,35.7,0,46.4,32.1,7.1,17.9
London,Haringey,102163,Highgate School,Independent school,MIXED,191,65.4,25.1,0,31.9,23,7.9,92,55.4,10.9,0,38,9.8,3.3,99,74.7,38.4,0,26.3,35.4,12.1
London,Haringey,102154,Highgate Wood Secondary School,Community school,MIXED,139,26.6,5.8,24.5,13.7,7.9,2.2,76,15.8,3.9,19.7,10.5,1.3,0,63,39.7,7.9,30.2,17.5,15.9,4.8
London,Haringey,144753,London Academy of Excellence Tottenham,Free school ? 16-19,MIXED,265,61.1,15.5,37.4,38.9,17.7,14,157,51,8.3,43.9,42,8.3,5.1,108,75.9,25.9,27.8,34.3,31.5,26.9
London,Haringey,147060,Odyssey House School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Haringey,139362,St Thomas More Catholic School,Academy converter - mainstream,MIXED,122,32,4.9,22.1,12.3,11.5,0,57,24.6,3.5,19.3,10.5,5.3,0,65,38.5,6.2,24.6,13.8,16.9,0
London,Harrow,138227,Avanti House School,Free school ? mainstream,MIXED,161,55.9,9.3,36,32.3,18,14.9,74,50,8.1,39.2,33.8,9.5,6.8,87,60.9,10.3,33.3,31,25.3,21.8
London,Harrow,137178,Bentley Wood High School,Academy converter - mainstream,GIRLS,114,24.6,5.3,33.3,17.5,6.1,3.5,114,24.6,5.3,33.3,17.5,6.1,3.5,0,0,0,0,0,0,0
London,Harrow,137199,Canons High School,Academy converter - mainstream,MIXED,120,16.7,0,21.7,23.3,10,14.2,54,5.6,0,35.2,33.3,3.7,3.7,66,25.8,0,10.6,15.2,15.2,22.7
London,Harrow,135469,Harrow Collegiate,Sixth Form Centre / Consortia,,946,37.9,5,22.2,18.4,11.1,11.7,519,26.6,3.1,26.8,19.7,5.6,3.7,427,51.8,7.3,16.6,16.9,17.8,21.5
London,Harrow,137177,Harrow High School,Academy converter - mainstream,MIXED,17,29.4,0,5.9,5.9,0,17.6,5,20,0,0,0,0,20,12,33.3,0,8.3,8.3,0,16.7
London,Harrow,102245,Harrow School,Independent school,BOYS,162,56.2,18.5,16,22.2,29.6,0,0,0,0,0,0,0,0,162,56.2,18.5,16,22.2,29.6,0
London,Harrow,137204,Hatch End High School,Academy converter - mainstream,MIXED,62,40.3,1.6,14.5,14.5,11.3,19.4,35,31.4,0,14.3,17.1,8.6,8.6,27,51.9,3.7,14.8,11.1,14.8,33.3
London,Harrow,102257,North London Collegiate School,Independent school,GIRLS,89,65.2,15.7,0,0,0,2.2,89,65.2,15.7,0,0,0,2.2,0,0,0,0,0,0,0
London,Harrow,137028,Nower Hill High School,Academy converter - mainstream,MIXED,199,38.2,3.5,16.6,13.1,12.6,13.1,100,31,3,17,15,5,3,99,45.5,4,16.2,11.1,20.2,23.2
London,Harrow,137075,Park High School,Academy converter - mainstream,MIXED,97,39.2,0,17.5,19.6,6.2,7.2,50,22,0,22,16,2,0,47,57.4,0,12.8,23.4,10.6,14.9
London,Harrow,142864,Pinner High School,Free school ? mainstream,MIXED,93,50.5,9.7,26.9,23.7,15.1,11.8,39,35.9,7.7,28.2,23.1,10.3,10.3,54,61.1,11.1,25.9,24.1,18.5,13
London,Harrow,135687,Red Balloon Learner Centre - Northwest London,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Harrow,137198,Rooks Heath School,Academy converter - mainstream,MIXED,42,50,2.4,14.3,11.9,11.9,9.5,23,30.4,4.3,21.7,17.4,8.7,0,19,73.7,0,5.3,5.3,15.8,21.1
London,Harrow,130443,St Dominic's Sixth Form College,Sixth Form College,MIXED,605,50.1,8.6,34.4,32.6,15.7,3,367,39.2,5.2,39,36.5,6.5,0.8,238,66.8,13.9,27.3,26.5,29.8,6.3
London,Harrow,130440,Stanmore College,General Further Education College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Harrow,102247,The John Lyon School,Independent school,BOYS,54,59.3,7.4,16.7,20.4,24.1,9.3,0,0,0,0,0,0,0,54,59.3,7.4,16.7,20.4,24.1,9.3
London,Harrow,141071,Whitefriars School,Academy converter - mainstream,MIXED,49,38.8,0,38.8,24.5,18.4,20.4,24,20.8,0,50,37.5,8.3,0,25,56,0,28,12,28,40
London,Harrow,102239,Whitmore High School,Community school,MIXED,154,52.6,14.9,23.4,20.8,13,11,75,36,4,28,17.3,4,2.7,79,68.4,25.3,19,24.1,21.5,19
London,Havering,136090,Drapers' Academy,Academy sponsor led,MIXED,95,26.3,0,22.1,14.7,11.6,0,54,16.7,0,13,5.6,1.9,0,41,39,0,34.1,26.8,24.4,0
London,Havering,137233,Sacred Heart of Mary Girls' School,Academy converter - mainstream,GIRLS,105,15.2,1.9,27.6,18.1,2.9,0,105,15.2,1.9,27.6,18.1,2.9,0,0,0,0,0,0,0,0
London,Havering,145944,St Edward's Church of England Academy,Academy sponsor led,MIXED,23,30.4,0,56.5,26.1,0,0,17,23.5,0,64.7,29.4,0,0,6,50,0,33.3,16.7,0,0
